date,customer_segment,acquisition_channel,new_customers,signups,returning_customers,repeat_purchase_rate,cart_abandon_rate,coupon_redemption_count
2025-11-30,재구매 후보,Instagram,0,0,0,0.3631,0.2407,0
2025-11-30,VIP,Meta,5,5,1,0.5058,0.1563,0
2025-11-30,VIP,Google,1,1,0,0.525,0.1586,0
2025-11-30,VIP,Naver,0,0,0,0.5461,0.1856,0
2025-11-30,VIP,Instagram,0,0,0,0.5081,0.1204,0
2025-11-30,휴면 복귀,Meta,0,0,1,0.24,0.3365,0
2025-11-30,휴면 복귀,Google,2,2,0,0.2649,0.3476,1
2025-11-30,휴면 복귀,Naver,0,0,0,0.2908,0.3369,0
2025-11-30,휴면 복귀,Instagram,0,0,2,0.2632,0.3429,0
2025-12-01,신규 탐색,Meta,2,2,1,0.1324,0.297,0
2025-12-01,신규 탐색,Google,4,4,0,0.142,0.3169,0
2025-12-01,신규 탐색,Naver,2,2,1,0.1517,0.3008,1
2025-12-01,신규 탐색,Instagram,3,3,0,0.1166,0.3,0
2025-12-01,가격 민감,Meta,3,3,0,0.1808,0.3549,0
2025-12-01,가격 민감,Google,3,3,1,0.1512,0.3754,0
2025-12-01,가격 민감,Naver,1,1,0,0.1712,0.4057,0
2025-12-01,가격 민감,Instagram,0,0,0,0.1738,0.4038,0
2025-12-01,재구매 후보,Meta,3,3,3,0.3517,0.2508,1
2025-12-01,재구매 후보,Google,2,2,1,0.3901,0.2837,0
2025-12-01,재구매 후보,Naver,2,2,3,0.3824,0.2735,0
2025-12-01,재구매 후보,Instagram,0,0,0,0.3347,0.22,0
2025-12-01,VIP,Meta,2,2,1,0.5117,0.1494,0
2025-12-01,VIP,Google,1,1,1,0.477,0.1692,0
2025-12-01,VIP,Naver,1,1,2,0.4969,0.2126,0
2025-12-01,VIP,Instagram,2,2,0,0.5129,0.1126,2
2025-12-01,휴면 복귀,Meta,3,3,0,0.2245,0.3699,0
2025-12-01,휴면 복귀,Google,1,1,0,0.2178,0.3376,0
2025-12-01,휴면 복귀,Naver,0,0,2,0.2361,0.3297,0
2025-12-01,휴면 복귀,Instagram,1,1,0,0.2214,0.2782,0
2025-12-02,신규 탐색,Meta,4,5,5,0.1227,0.2966,0
2025-12-02,신규 탐색,Google,7,7,3,0.1425,0.3294,0
2025-12-02,신규 탐색,Naver,7,8,2,0.1183,0.3455,1
2025-12-02,신규 탐색,Instagram,10,10,1,0.1573,0.3025,0
2025-12-02,가격 민감,Meta,1,1,0,0.1713,0.4394,0
2025-12-02,가격 민감,Google,4,4,0,0.1964,0.4269,0
2025-12-02,가격 민감,Naver,4,4,1,0.1813,0.4351,1
2025-12-02,가격 민감,Instagram,0,0,0,0.1779,0.4135,0
2025-12-02,재구매 후보,Meta,3,3,2,0.3551,0.2816,0
2025-12-02,재구매 후보,Google,3,3,1,0.3713,0.2206,0
2025-12-02,재구매 후보,Naver,0,0,1,0.3539,0.3055,0
2025-12-02,재구매 후보,Instagram,1,1,3,0.3178,0.1987,0
2025-12-02,VIP,Meta,3,3,1,0.4909,0.1497,0
2025-12-02,VIP,Google,2,2,3,0.4934,0.1687,0
2025-12-02,VIP,Naver,3,3,1,0.5518,0.1565,2
2025-12-02,VIP,Instagram,2,2,0,0.5102,0.2007,1
2025-12-02,휴면 복귀,Meta,1,1,4,0.2266,0.3403,0
2025-12-02,휴면 복귀,Google,4,4,0,0.2434,0.3331,1
2025-12-02,휴면 복귀,Naver,0,0,1,0.1984,0.3953,0
2025-12-02,휴면 복귀,Instagram,1,1,0,0.2359,0.3186,1
2025-12-03,신규 탐색,Meta,2,2,1,0.1402,0.3546,0
2025-12-03,신규 탐색,Google,2,2,2,0.1367,0.2973,0
2025-12-03,신규 탐색,Naver,4,4,0,0.0999,0.2718,0
2025-12-03,신규 탐색,Instagram,6,7,2,0.0791,0.2596,1
2025-12-03,가격 민감,Meta,4,4,0,0.1976,0.3393,0
2025-12-03,가격 민감,Google,6,6,1,0.1898,0.3956,0
2025-12-03,가격 민감,Naver,2,2,0,0.1725,0.3826,1
2025-12-03,가격 민감,Instagram,3,3,2,0.1977,0.4554,1
2025-12-03,재구매 후보,Meta,2,2,3,0.366,0.2991,0
2025-12-03,재구매 후보,Google,1,1,3,0.3476,0.2591,0
2025-12-03,재구매 후보,Naver,5,6,0,0.3206,0.2598,1
2025-12-03,재구매 후보,Instagram,1,1,0,0.357,0.2438,0
2025-12-03,VIP,Meta,3,3,2,0.5632,0.1662,0
2025-12-03,VIP,Google,0,0,0,0.5009,0.1442,0
2025-12-03,VIP,Naver,2,2,2,0.5334,0.1402,1
2025-12-03,VIP,Instagram,1,1,0,0.4774,0.1427,0
2025-12-03,휴면 복귀,Meta,2,2,0,0.2595,0.3297,0
2025-12-03,휴면 복귀,Google,3,3,2,0.203,0.3408,0
2025-12-03,휴면 복귀,Naver,1,1,0,0.2564,0.3484,0
2025-12-03,휴면 복귀,Instagram,1,1,0,0.2627,0.3141,0
2025-12-04,신규 탐색,Meta,3,3,0,0.1105,0.333,0
2025-12-04,신규 탐색,Google,0,0,0,0.1827,0.2842,0
2025-12-04,신규 탐색,Naver,0,0,2,0.083,0.2292,0
2025-12-04,신규 탐색,Instagram,6,7,3,0.121,0.3124,1
2025-12-04,가격 민감,Meta,0,0,0,0.188,0.3965,0
2025-12-04,가격 민감,Google,3,3,0,0.1769,0.3182,0
2025-12-04,가격 민감,Naver,0,0,0,0.1602,0.4056,0
2025-12-04,가격 민감,Instagram,3,3,0,0.1634,0.4021,0
2025-12-04,재구매 후보,Meta,3,3,2,0.3182,0.2678,1
2025-12-04,재구매 후보,Google,3,3,1,0.3403,0.2401,0
2025-12-04,재구매 후보,Naver,0,0,2,0.2941,0.2217,0
2025-12-04,재구매 후보,Instagram,0,0,0,0.3674,0.204,0
2025-12-04,VIP,Meta,0,0,0,0.5072,0.1605,0
2025-12-04,VIP,Google,0,0,0,0.5296,0.1312,0
2025-12-04,VIP,Naver,2,2,1,0.5162,0.1574,1
2025-12-04,VIP,Instagram,1,1,0,0.5386,0.2,0
2025-12-04,휴면 복귀,Meta,0,0,1,0.1749,0.3369,0
2025-12-04,휴면 복귀,Google,3,3,2,0.2722,0.3665,0
2025-12-04,휴면 복귀,Naver,2,2,1,0.2236,0.3261,0
2025-12-04,휴면 복귀,Instagram,2,2,1,0.25,0.3866,0
2025-12-05,신규 탐색,Meta,0,0,0,0.0944,0.3374,0
2025-12-05,신규 탐색,Google,0,0,3,0.1293,0.3071,0
2025-12-05,신규 탐색,Naver,1,1,2,0.1078,0.3597,2
2025-12-05,신규 탐색,Instagram,1,1,2,0.1454,0.3385,0
2025-12-05,가격 민감,Meta,1,1,1,0.1815,0.4001,0
2025-12-05,가격 민감,Google,0,0,0,0.2092,0.385,0
2025-12-05,가격 민감,Naver,0,0,0,0.151,0.3917,0
2025-12-05,가격 민감,Instagram,2,2,0,0.2002,0.4382,0
2025-12-05,재구매 후보,Meta,0,0,0,0.3178,0.2566,0
2025-12-05,재구매 후보,Google,0,0,0,0.3988,0.2509,0
2025-12-05,재구매 후보,Naver,0,0,0,0.3134,0.2536,0
2025-12-05,재구매 후보,Instagram,0,0,0,0.3776,0.2383,0
2025-12-05,VIP,Meta,0,0,0,0.4798,0.1187,0
2025-12-05,VIP,Google,2,2,2,0.5384,0.1752,0
2025-12-05,VIP,Naver,0,0,0,0.5499,0.1358,0
2025-12-05,VIP,Instagram,0,0,0,0.5617,0.1716,0
2025-12-05,휴면 복귀,Meta,1,1,0,0.2416,0.3494,1
2025-12-05,휴면 복귀,Google,3,3,2,0.2365,0.3158,0
2025-12-05,휴면 복귀,Naver,1,1,0,0.2178,0.3077,0
2025-12-05,휴면 복귀,Instagram,2,2,1,0.2408,0.352,0
2025-12-06,신규 탐색,Meta,4,4,1,0.1738,0.3264,0
2025-12-06,신규 탐색,Google,6,7,2,0.1132,0.3467,0
2025-12-06,신규 탐색,Naver,0,0,0,0.1546,0.2978,0
2025-12-06,신규 탐색,Instagram,1,1,1,0.139,0.3146,0
2025-12-06,가격 민감,Meta,2,2,1,0.1783,0.3827,0
2025-12-06,가격 민감,Google,1,1,0,0.1958,0.3604,0
2025-12-06,가격 민감,Naver,0,0,0,0.166,0.3651,0
2025-12-06,가격 민감,Instagram,4,4,0,0.201,0.354,0
2025-12-06,재구매 후보,Meta,1,1,0,0.348,0.2764,0
2025-12-06,재구매 후보,Google,2,2,0,0.3838,0.2524,1
2025-12-06,재구매 후보,Naver,0,0,1,0.357,0.2387,0
2025-12-06,재구매 후보,Instagram,0,0,0,0.3721,0.2633,0
2025-12-06,VIP,Meta,3,3,0,0.5437,0.1665,0
2025-12-06,VIP,Google,0,0,1,0.5344,0.1722,0
2025-12-06,VIP,Naver,1,1,0,0.5169,0.1728,0
2025-12-06,VIP,Instagram,0,0,1,0.4922,0.2033,0
2025-12-06,휴면 복귀,Meta,0,0,0,0.2979,0.3637,0
2025-12-06,휴면 복귀,Google,0,0,0,0.2802,0.3542,0
2025-12-06,휴면 복귀,Naver,0,0,1,0.2533,0.2785,0
2025-12-06,휴면 복귀,Instagram,1,1,0,0.2417,0.3153,0
2025-12-07,신규 탐색,Meta,0,0,0,0.1558,0.2976,0
2025-12-07,신규 탐색,Google,2,2,2,0.1453,0.2849,1
2025-12-07,신규 탐색,Naver,0,0,0,0.0773,0.3298,0
2025-12-07,신규 탐색,Instagram,0,0,2,0.1022,0.3945,0
2025-12-07,가격 민감,Meta,2,2,0,0.1693,0.4433,0
2025-12-07,가격 민감,Google,2,2,1,0.1603,0.3475,0
2025-12-07,가격 민감,Naver,0,0,0,0.1712,0.375,0
2025-12-07,가격 민감,Instagram,2,2,0,0.1899,0.4104,0
2025-12-07,재구매 후보,Meta,0,0,0,0.3244,0.2209,0
2025-12-07,재구매 후보,Google,0,0,0,0.3825,0.219,0
2025-12-07,재구매 후보,Naver,2,2,2,0.3171,0.253,0
2025-12-07,재구매 후보,Instagram,1,1,0,0.3608,0.26,0
2025-12-07,VIP,Meta,0,0,1,0.5068,0.1648,0
2025-12-07,VIP,Google,0,0,0,0.5432,0.1902,0
2025-12-07,VIP,Naver,4,4,0,0.5582,0.1218,1
2025-12-07,VIP,Instagram,0,0,0,0.5254,0.1264,0
2025-12-07,휴면 복귀,Meta,0,0,0,0.2402,0.2971,0
2025-12-07,휴면 복귀,Google,2,2,2,0.2604,0.2982,0
2025-12-07,휴면 복귀,Naver,0,0,0,0.2343,0.3293,0
2025-12-07,휴면 복귀,Instagram,0,0,1,0.2541,0.313,0
2025-12-08,신규 탐색,Meta,3,3,0,0.1174,0.3049,0
2025-12-08,신규 탐색,Google,4,4,0,0.1705,0.2988,0
2025-12-08,신규 탐색,Naver,0,0,0,0.0591,0.2947,0
2025-12-08,신규 탐색,Instagram,4,5,2,0.1323,0.3425,3
2025-12-08,가격 민감,Meta,2,2,3,0.195,0.4165,0
2025-12-08,가격 민감,Google,4,4,0,0.2103,0.3775,0
2025-12-08,가격 민감,Naver,0,0,1,0.1683,0.3812,0
2025-12-08,가격 민감,Instagram,2,2,0,0.1969,0.412,2
2025-12-08,재구매 후보,Meta,1,1,0,0.3701,0.2168,1
2025-12-08,재구매 후보,Google,1,1,0,0.3556,0.2378,0
2025-12-08,재구매 후보,Naver,0,0,0,0.3664,0.2159,0
2025-12-08,재구매 후보,Instagram,0,0,0,0.3551,0.2115,0
2025-12-08,VIP,Meta,2,2,1,0.4579,0.1637,0
2025-12-08,VIP,Google,0,0,0,0.5373,0.1778,0
2025-12-08,VIP,Naver,2,2,2,0.5369,0.1812,1
2025-12-08,VIP,Instagram,0,0,0,0.5173,0.2244,0
2025-12-08,휴면 복귀,Meta,0,0,0,0.2897,0.3042,0
2025-12-08,휴면 복귀,Google,4,4,0,0.2106,0.2682,0
2025-12-08,휴면 복귀,Naver,0,0,0,0.2216,0.3187,0
2025-12-08,휴면 복귀,Instagram,0,0,0,0.2329,0.3129,0
2025-12-09,신규 탐색,Meta,5,5,0,0.1279,0.3269,0
2025-12-09,신규 탐색,Google,4,5,1,0.1639,0.3087,1
2025-12-09,신규 탐색,Naver,1,1,0,0.0918,0.3284,1
2025-12-09,신규 탐색,Instagram,3,3,0,0.0986,0.2641,0
2025-12-09,가격 민감,Meta,0,0,0,0.1324,0.3443,0
2025-12-09,가격 민감,Google,2,2,4,0.1716,0.3457,0
2025-12-09,가격 민감,Naver,1,1,0,0.2115,0.3885,0
2025-12-09,가격 민감,Instagram,1,1,0,0.2161,0.4314,0
2025-12-09,재구매 후보,Meta,0,0,0,0.3312,0.2079,0
2025-12-09,재구매 후보,Google,0,0,0,0.3749,0.2196,0
2025-12-09,재구매 후보,Naver,4,4,2,0.3394,0.2483,1
2025-12-09,재구매 후보,Instagram,4,4,0,0.321,0.2569,0
2025-12-09,VIP,Meta,1,1,1,0.4893,0.1465,0
2025-12-09,VIP,Google,0,0,0,0.5311,0.1502,0
2025-12-09,VIP,Naver,0,0,0,0.5197,0.1844,0
2025-12-09,VIP,Instagram,1,1,0,0.5095,0.179,0
2025-12-09,휴면 복귀,Meta,1,1,3,0.2406,0.3011,0
2025-12-09,휴면 복귀,Google,2,2,0,0.2466,0.3326,0
2025-12-09,휴면 복귀,Naver,3,3,1,0.2203,0.3214,0
2025-12-09,휴면 복귀,Instagram,0,0,1,0.2891,0.2745,0
2025-12-10,신규 탐색,Meta,4,4,3,0.121,0.3517,0
2025-12-10,신규 탐색,Google,1,1,3,0.183,0.318,0
2025-12-10,신규 탐색,Naver,0,0,0,0.176,0.3096,0
2025-12-10,신규 탐색,Instagram,0,0,2,0.0833,0.3203,0
2025-12-10,가격 민감,Meta,2,2,1,0.1665,0.3695,0
2025-12-10,가격 민감,Google,0,0,0,0.1787,0.3581,0
2025-12-10,가격 민감,Naver,1,1,0,0.2079,0.3736,0
2025-12-10,가격 민감,Instagram,0,0,1,0.2035,0.4128,0
2025-12-10,재구매 후보,Meta,0,0,0,0.3614,0.2539,0
2025-12-10,재구매 후보,Google,3,3,0,0.3849,0.2205,0
2025-12-10,재구매 후보,Naver,0,0,1,0.304,0.2536,0
2025-12-10,재구매 후보,Instagram,2,2,0,0.3093,0.1978,0
2025-12-10,VIP,Meta,1,1,0,0.4744,0.1285,0
2025-12-10,VIP,Google,1,1,0,0.4962,0.1639,0
2025-12-10,VIP,Naver,3,3,3,0.5063,0.1515,1
2025-12-10,VIP,Instagram,0,0,1,0.53,0.1367,0
2025-12-10,휴면 복귀,Meta,0,0,0,0.2454,0.3161,0
2025-12-10,휴면 복귀,Google,0,0,0,0.1843,0.3182,0
2025-12-10,휴면 복귀,Naver,1,1,0,0.2225,0.3506,1
2025-12-10,휴면 복귀,Instagram,4,4,3,0.2238,0.2959,0
2025-12-11,신규 탐색,Meta,3,3,0,0.1174,0.317,0
2025-12-11,신규 탐색,Google,5,6,0,0.1567,0.2704,0
2025-12-11,신규 탐색,Naver,1,1,1,0.133,0.3277,0
2025-12-11,신규 탐색,Instagram,0,0,0,0.1088,0.2932,0
2025-12-11,가격 민감,Meta,2,2,1,0.1946,0.3949,2
2025-12-11,가격 민감,Google,0,0,0,0.1873,0.3426,0
2025-12-11,가격 민감,Naver,3,3,1,0.1816,0.4206,1
2025-12-11,가격 민감,Instagram,4,5,2,0.1796,0.4148,1
2025-12-11,재구매 후보,Meta,0,0,0,0.3335,0.2775,0
2025-12-11,재구매 후보,Google,1,1,3,0.3912,0.2216,1
2025-12-11,재구매 후보,Naver,3,3,1,0.3604,0.251,0
2025-12-11,재구매 후보,Instagram,2,2,0,0.2947,0.2339,0
2025-12-11,VIP,Meta,1,1,1,0.5197,0.19,0
2025-12-11,VIP,Google,1,1,0,0.5083,0.1466,0
2025-12-11,VIP,Naver,1,1,1,0.5289,0.1435,1
2025-12-11,VIP,Instagram,1,1,1,0.5281,0.1814,2
2025-12-11,휴면 복귀,Meta,0,0,0,0.2453,0.3505,0
2025-12-11,휴면 복귀,Google,1,1,0,0.2442,0.3348,0
2025-12-11,휴면 복귀,Naver,1,1,0,0.2071,0.3089,0
2025-12-11,휴면 복귀,Instagram,3,3,0,0.2629,0.3508,0
2025-12-12,신규 탐색,Meta,0,0,0,0.0844,0.2936,0
2025-12-12,신규 탐색,Google,0,0,0,0.1615,0.3134,0
2025-12-12,신규 탐색,Naver,0,0,0,0.0998,0.2991,0
2025-12-12,신규 탐색,Instagram,2,2,0,0.0499,0.3337,1
2025-12-12,가격 민감,Meta,2,2,1,0.1829,0.4119,0
2025-12-12,가격 민감,Google,0,0,0,0.181,0.4274,0
2025-12-12,가격 민감,Naver,3,3,0,0.1977,0.3782,0
2025-12-12,가격 민감,Instagram,1,1,0,0.1658,0.3545,0
2025-12-12,재구매 후보,Meta,0,0,0,0.3272,0.243,0
2025-12-12,재구매 후보,Google,0,0,0,0.37,0.2689,0
2025-12-12,재구매 후보,Naver,2,2,0,0.297,0.2599,1
2025-12-12,재구매 후보,Instagram,0,0,0,0.3204,0.2356,0
2025-12-12,VIP,Meta,0,0,0,0.5232,0.1823,0
2025-12-12,VIP,Google,0,0,0,0.5123,0.1824,0
2025-12-12,VIP,Naver,3,3,3,0.5492,0.2046,0
2025-12-12,VIP,Instagram,0,0,2,0.5142,0.1629,0
2025-12-12,휴면 복귀,Meta,3,3,0,0.2376,0.3098,2
2025-12-12,휴면 복귀,Google,0,0,0,0.2221,0.2852,0
2025-12-12,휴면 복귀,Naver,0,0,1,0.2418,0.3572,0
2025-12-12,휴면 복귀,Instagram,0,0,0,0.2313,0.3404,0
2025-12-13,신규 탐색,Meta,0,0,1,0.1139,0.289,0
2025-12-13,신규 탐색,Google,4,5,1,0.1411,0.3237,1
2025-12-13,신규 탐색,Naver,3,3,1,0.1639,0.292,1
2025-12-13,신규 탐색,Instagram,3,3,0,0.1209,0.3145,0
2025-12-13,가격 민감,Meta,3,3,0,0.1483,0.4031,0
2025-12-13,가격 민감,Google,0,0,0,0.1737,0.3868,0
2025-12-13,가격 민감,Naver,1,1,0,0.1815,0.3799,0
2025-12-13,가격 민감,Instagram,1,1,0,0.1954,0.4074,0
2025-12-13,재구매 후보,Meta,4,4,2,0.3399,0.2743,0
2025-12-13,재구매 후보,Google,0,0,0,0.3693,0.2263,0
2025-12-13,재구매 후보,Naver,0,0,0,0.3459,0.2069,0
2025-12-13,재구매 후보,Instagram,0,0,0,0.3658,0.2689,0
2025-12-13,VIP,Meta,0,0,0,0.5421,0.2058,0
2025-12-13,VIP,Google,3,3,2,0.4883,0.1777,1
2025-12-13,VIP,Naver,2,2,1,0.5255,0.1299,0
2025-12-13,VIP,Instagram,0,0,0,0.5344,0.1766,0
2025-12-13,휴면 복귀,Meta,2,2,2,0.2817,0.3062,1
2025-12-13,휴면 복귀,Google,1,1,2,0.2518,0.3288,0
2025-12-13,휴면 복귀,Naver,1,1,0,0.2637,0.3735,0
2025-12-13,휴면 복귀,Instagram,1,1,2,0.2928,0.3395,0
2025-12-14,신규 탐색,Meta,1,1,1,0.1334,0.2763,0
2025-12-14,신규 탐색,Google,0,0,0,0.184,0.3187,0
2025-12-14,신규 탐색,Naver,6,6,0,0.1116,0.2722,0
2025-12-14,신규 탐색,Instagram,0,0,1,0.0983,0.2841,0
2025-12-14,가격 민감,Meta,0,0,0,0.1682,0.3898,0
2025-12-14,가격 민감,Google,0,0,0,0.1998,0.4289,0
2025-12-14,가격 민감,Naver,0,0,1,0.2156,0.3889,0
2025-12-14,가격 민감,Instagram,0,0,0,0.1653,0.3732,0
2025-12-14,재구매 후보,Meta,2,2,0,0.3793,0.2786,0
2025-12-14,재구매 후보,Google,0,0,1,0.3745,0.2222,0
2025-12-14,재구매 후보,Naver,4,5,2,0.3499,0.2725,0
2025-12-14,재구매 후보,Instagram,0,0,1,0.2971,0.2205,0
2025-12-14,VIP,Meta,0,0,0,0.4941,0.1812,0
2025-12-14,VIP,Google,0,0,0,0.5387,0.141,0
2025-12-14,VIP,Naver,0,0,0,0.517,0.1776,0
2025-12-14,VIP,Instagram,1,1,0,0.5334,0.1467,0
2025-12-14,휴면 복귀,Meta,0,0,0,0.2309,0.3099,0
2025-12-14,휴면 복귀,Google,0,0,0,0.2201,0.3016,0
2025-12-14,휴면 복귀,Naver,1,1,0,0.2692,0.3169,1
2025-12-14,휴면 복귀,Instagram,2,2,1,0.223,0.3194,0
2025-12-15,신규 탐색,Meta,3,3,0,0.1349,0.3041,0
2025-12-15,신규 탐색,Google,4,5,2,0.1662,0.2998,0
2025-12-15,신규 탐색,Naver,2,2,0,0.1396,0.3076,2
2025-12-15,신규 탐색,Instagram,0,0,0,0.1323,0.3237,0
2025-12-15,가격 민감,Meta,3,3,1,0.2317,0.3848,0
2025-12-15,가격 민감,Google,0,0,0,0.1859,0.4163,0
2025-12-15,가격 민감,Naver,0,0,0,0.1345,0.4203,0
2025-12-15,가격 민감,Instagram,1,1,2,0.1924,0.4288,1
2025-12-15,재구매 후보,Meta,0,0,1,0.3827,0.2551,0
2025-12-15,재구매 후보,Google,0,0,0,0.3699,0.244,0
2025-12-15,재구매 후보,Naver,0,0,2,0.352,0.2266,0
2025-12-15,재구매 후보,Instagram,1,1,0,0.3693,0.2371,0
2025-12-15,VIP,Meta,0,0,1,0.5151,0.2061,0
2025-12-15,VIP,Google,0,0,0,0.4993,0.1408,0
2025-12-15,VIP,Naver,0,0,1,0.5036,0.1566,0
2025-12-15,VIP,Instagram,3,3,0,0.5383,0.1103,0
2025-12-15,휴면 복귀,Meta,3,3,0,0.2383,0.3295,1
2025-12-15,휴면 복귀,Google,0,0,0,0.2283,0.3336,0
2025-12-15,휴면 복귀,Naver,0,0,0,0.2941,0.3322,0
2025-12-15,휴면 복귀,Instagram,0,0,2,0.2331,0.3603,0
2025-12-16,신규 탐색,Meta,1,1,1,0.137,0.2834,0
2025-12-16,신규 탐색,Google,2,2,0,0.1385,0.3671,0
2025-12-16,신규 탐색,Naver,1,1,0,0.1268,0.3234,0
2025-12-16,신규 탐색,Instagram,2,2,0,0.1306,0.2904,0
2025-12-16,가격 민감,Meta,0,0,0,0.2021,0.3376,0
2025-12-16,가격 민감,Google,1,1,1,0.1804,0.3921,0
2025-12-16,가격 민감,Naver,0,0,0,0.1848,0.4242,0
2025-12-16,가격 민감,Instagram,1,1,2,0.1793,0.4036,1
2025-12-16,재구매 후보,Meta,0,0,0,0.4004,0.2245,0
2025-12-16,재구매 후보,Google,0,0,0,0.323,0.2728,0
2025-12-16,재구매 후보,Naver,4,4,1,0.3552,0.2636,3
2025-12-16,재구매 후보,Instagram,2,2,1,0.3555,0.2332,0
2025-12-16,VIP,Meta,0,0,0,0.5034,0.192,0
2025-12-16,VIP,Google,4,4,3,0.4986,0.1431,0
2025-12-16,VIP,Naver,0,0,0,0.5372,0.2017,0
2025-12-16,VIP,Instagram,0,0,1,0.4822,0.1748,0
2025-12-16,휴면 복귀,Meta,0,0,0,0.2586,0.3332,0
2025-12-16,휴면 복귀,Google,0,0,0,0.2415,0.3324,0
2025-12-16,휴면 복귀,Naver,0,0,0,0.2626,0.3334,0
2025-12-16,휴면 복귀,Instagram,1,1,0,0.2641,0.3405,0
2025-12-17,신규 탐색,Meta,0,0,0,0.1011,0.312,0
2025-12-17,신규 탐색,Google,0,0,0,0.1257,0.31,0
2025-12-17,신규 탐색,Naver,0,0,0,0.0572,0.3336,0
2025-12-17,신규 탐색,Instagram,4,5,0,0.0803,0.2986,0
2025-12-17,가격 민감,Meta,0,0,0,0.1966,0.3721,0
2025-12-17,가격 민감,Google,2,2,1,0.1922,0.3471,0
2025-12-17,가격 민감,Naver,0,0,0,0.1683,0.4021,0
2025-12-17,가격 민감,Instagram,0,0,2,0.1741,0.3935,0
2025-12-17,재구매 후보,Meta,0,0,0,0.3508,0.254,0
2025-12-17,재구매 후보,Google,1,1,0,0.32,0.252,0
2025-12-17,재구매 후보,Naver,0,0,0,0.3856,0.2314,0
2025-12-17,재구매 후보,Instagram,0,0,0,0.3504,0.2415,0
2025-12-17,VIP,Meta,0,0,0,0.5008,0.1839,0
2025-12-17,VIP,Google,0,0,1,0.5017,0.1504,0
2025-12-17,VIP,Naver,0,0,0,0.5063,0.1823,0
2025-12-17,VIP,Instagram,0,0,0,0.563,0.1606,0
2025-12-17,휴면 복귀,Meta,1,1,0,0.2368,0.3561,0
2025-12-17,휴면 복귀,Google,1,1,0,0.2518,0.3319,0
2025-12-17,휴면 복귀,Naver,5,5,1,0.1986,0.352,2
2025-12-17,휴면 복귀,Instagram,1,1,0,0.1841,0.2888,0
2025-12-18,신규 탐색,Meta,0,0,0,0.1208,0.2975,0
2025-12-18,신규 탐색,Google,2,2,1,0.1229,0.3477,1
2025-12-18,신규 탐색,Naver,0,0,1,0.1143,0.3424,0
2025-12-18,신규 탐색,Instagram,0,0,0,0.1295,0.3416,0
2025-12-18,가격 민감,Meta,0,0,0,0.1379,0.3599,0
2025-12-18,가격 민감,Google,0,0,0,0.1981,0.4106,0
2025-12-18,가격 민감,Naver,2,2,1,0.2057,0.3872,0
2025-12-18,가격 민감,Instagram,2,2,0,0.1865,0.3681,1
2025-12-18,재구매 후보,Meta,2,2,2,0.3725,0.2457,0
2025-12-18,재구매 후보,Google,4,4,3,0.367,0.2123,1
2025-12-18,재구매 후보,Naver,0,0,0,0.3659,0.2469,0
2025-12-18,재구매 후보,Instagram,0,0,0,0.3517,0.2666,0
2025-12-18,VIP,Meta,1,1,1,0.4993,0.1282,1
2025-12-18,VIP,Google,1,1,1,0.5076,0.1651,0
2025-12-18,VIP,Naver,2,2,3,0.5118,0.1318,0
2025-12-18,VIP,Instagram,0,0,0,0.5218,0.1611,0
2025-12-18,휴면 복귀,Meta,1,1,0,0.266,0.3044,0
2025-12-18,휴면 복귀,Google,3,3,0,0.2521,0.3266,0
2025-12-18,휴면 복귀,Naver,1,1,0,0.2616,0.3417,1
2025-12-18,휴면 복귀,Instagram,1,1,1,0.2308,0.3464,0
2025-12-19,신규 탐색,Meta,0,0,0,0.1122,0.3092,0
2025-12-19,신규 탐색,Google,4,4,1,0.1321,0.3008,1
2025-12-19,신규 탐색,Naver,3,3,0,0.1064,0.2867,0
2025-12-19,신규 탐색,Instagram,1,1,0,0.1436,0.2919,0
2025-12-19,가격 민감,Meta,0,0,0,0.1912,0.3854,0
2025-12-19,가격 민감,Google,1,1,0,0.2071,0.3836,0
2025-12-19,가격 민감,Naver,3,3,1,0.1639,0.3684,0
2025-12-19,가격 민감,Instagram,1,1,0,0.1588,0.3885,0
2025-12-19,재구매 후보,Meta,0,0,0,0.3395,0.2727,0
2025-12-19,재구매 후보,Google,4,5,3,0.3853,0.2663,0
2025-12-19,재구매 후보,Naver,1,1,0,0.327,0.2398,0
2025-12-19,재구매 후보,Instagram,0,0,0,0.3098,0.2299,0
2025-12-19,VIP,Meta,5,5,5,0.4948,0.1736,0
2025-12-19,VIP,Google,0,0,1,0.4761,0.1465,0
2025-12-19,VIP,Naver,1,1,2,0.5323,0.1453,0
2025-12-19,VIP,Instagram,2,2,0,0.5275,0.2045,1
2025-12-19,휴면 복귀,Meta,1,1,1,0.2415,0.3285,0
2025-12-19,휴면 복귀,Google,1,1,1,0.208,0.3442,0
2025-12-19,휴면 복귀,Naver,0,0,0,0.2605,0.3089,0
2025-12-19,휴면 복귀,Instagram,0,0,0,0.2236,0.302,0
2025-12-20,신규 탐색,Meta,0,0,0,0.1304,0.2909,0
2025-12-20,신규 탐색,Google,6,6,1,0.1441,0.3078,1
2025-12-20,신규 탐색,Naver,1,1,3,0.1252,0.3046,0
2025-12-20,신규 탐색,Instagram,2,2,2,0.1149,0.286,0
2025-12-20,가격 민감,Meta,0,0,0,0.1451,0.3942,0
2025-12-20,가격 민감,Google,1,1,0,0.1574,0.3675,0
